symbol,name,gql_symbol,gql_name,exch,gics_sector,industry,qm,shares_outstanding,market_cap,price,gql_ok,suffix,tsxv_sector,drop_reason,in_universe
KDOZ,Kidoz Inc.,KDOZ,Kidoz Inc.,TSXV,Media,Traditional Media,Marketing & Advertising Agencies,131304499.0,19039153.0,0.145,True,,Diversified Industries,,True
KCC,Kincora Copper Limited,KCC,Kincora Copper Limited,TSXV,Materials,Mining,Copper,48017386.0,48017386.0,1.0,True,,Mining,,True
KCP,King Copper Discovery Corp.,KCP,King Copper Discovery Corp.,TSXV,Materials,Mining,Precious Metals,319890669.0,271907069.0,0.85,True,,Mining,,True
KFR,Kingfisher Metals Corp.,KFR,Kingfisher Metals Corp.,TSXV,Materials,Mining,Precious Metals,156302063.0,179747373.0,1.15,True,,Mining,,True
KGS,Kingman Minerals Ltd.,KGS,Kingman Minerals Ltd.,TSXV,Materials,Mining,Precious Metals,43687521.0,2184377.0,0.05,True,,Mining,,True
KNG,Kingsmen Resources Ltd.,KNG,Kingsmen Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,34543086.0,39033688.0,1.13,True,,Mining,,True
KIP,Kiplin Metals Inc.,KIP,Kiplin Metals Inc.,TSXV,Materials,Mining,Gold,17847949.0,4015789.0,0.225,True,,Mining,,True
KLDC,Kirkland Lake Discoveries Corp.,KLDC,Kirkland Lake Discoveries Corp.,TSXV,Materials,Mining,Gold,205629206.0,86364267.0,0.42,True,,Mining,,True
KG,Klondike Gold Corp,KG,Klondike Gold Corp.,TSXV,Materials,Mining,Gold,278141895.0,47284123.0,0.17,True,,Mining,,True
KS,Klondike Silver Corp.,KS,Klondike Silver Corp.,TSXV,Materials,Mining,Silver,26888178.0,4033227.0,0.15,True,,Mining,,True
KRI,Kobo Resources Inc.,KRI,Kobo Resources Inc.,TSXV,Materials,Mining,Gold,135325856.0,27065172.0,0.2,True,,Mining,,True
KDK,Kodiak Copper Corp.,KDK,Kodiak Copper Corp.,TSXV,Materials,Mining,Copper,111858607.0,87249714.0,0.78,True,,Mining,,True
KTRI,Kootenay Resources Inc.,KTRI,Kootenay Resources Inc.,TSXV,Materials,Mining,Silver,49250269.0,4186273.0,0.085,True,,Mining,,True
KTN,Kootenay Silver Inc.,KTN,Kootenay Silver Inc.,TSXV,Materials,Mining,Silver,103203198.0,133132126.0,1.29,True,,Mining,,True
KORE,Kore Mining Ltd.,KORE,Kore Mining Ltd.,TSXV,Materials,Mining,Gold,82151934.0,14376589.0,0.175,True,,Mining,,True
KRY,Koryx Copper S.A.,KRY,Koryx Copper S.A.,TSXV,Materials,Mining,Industrial Metals,121582882.0,448640835.0,3.69,True,,Mining,,True
KOVO,Kovo+ Holdings Inc.,KOVO,Kovo+ Holdings Inc.,TSXV,Healthcare,Healthcare Providers & Services,Healthcare Information Services,179806232.0,899032.0,0.005,True,,Life Sciences,,True
KPEN.P,KP3993 Resources Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
PNG,Kraken Robotics Inc.,PNG,Kraken Robotics Inc.,TSXV,Technology,Hardware & Equipment,Scientific & Precision Equipment,371412137.0,1927628992.0,5.19,True,,Technology,,True
KUAI.P,Kua Investments Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
KBRA,Kubera Gold Corp.,KBRA,Kubera Gold Corp.,TSXV,Materials,Mining,Gold,19183840.0,3069415.0,0.16,True,,Mining,,True
KC,Kutcho Copper Corp.,KC,Kutcho Copper Corp.,TSXV,Materials,Mining,Industrial Metals,184564988.0,60906447.0,0.33,True,,Mining,,True
LAB,Labrador Gold Corp.,LAB,Labrador Gold Corp.,TSXV,Materials,Mining,Gold,170809979.0,11102649.0,0.065,True,,Mining,,True
LTX,Labrador Resources Inc.,LTX,Labrador Resources Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,12336072.0,1850411.0,0.15,True,,Oil & Gas,,True
LG,Lahontan Gold Corp.,LG,Lahontan Gold Corp.,TSXV,Materials,Mining,Precious Metals,432181487.0,177194410.0,0.41,True,,Mining,,True
LVG,Lake Victoria Gold Ltd.,LVG,Lake Victoria Gold Ltd.,TSXV,Materials,Mining,Gold,202544968.0,62788941.0,0.31,True,,Mining,,True
LWR,Lake Winn Resources Corp.,LWR,Lake Winn Resources Corp.,TSXV,Materials,Mining,Gold,27358467.0,1915093.0,0.07,True,,Mining,,True
LRA,Lara Exploration Ltd.,LRA,Lara Exploration Ltd.,TSXV,Materials,Mining,Industrial Metals,61997362.0,266588657.0,4.3,True,,Mining,,True
VAND,Largo Physical Vanadium Corp.,VAND,Largo Physical Vanadium Corp,TSXV,Materials,Mining,Industrial Metals,16816799.0,13453440.0,0.8,True,,Mining,,True
LALI,Latam Lithium Corp.,LALI,Latam Lithium Corp.,TSXV,Materials,Mining,Industrial Metals,35344009.0,1943921.0,0.055,True,,Mining,,True
LXE,Latin Explore Inc.,LXE,Latin Explore Inc.,TSXV,Materials,Mining,Copper,43680000.0,7862400.0,0.18,True,,Mining,,True
LMS,Latin Metals Inc.,LMS,Latin Metals Inc.,TSXV,Materials,Mining,Industrial Metals,138965650.0,36131069.0,0.26,True,,Mining,,True
LME,Laurion Mineral Exploration Inc,LME,Laurion Mineral Exploration Inc.,TSXV,Materials,Mining,Gold,282626692.0,42394004.0,0.15,True,,Mining,,True
LGC,Lavras Gold Corp.,LGC,Lavras Gold Corp.,TSXV,Materials,Mining,Gold,62249383.0,231567705.0,3.72,True,,Mining,,True
LEM,Leading Edge Materials Corp.,LEM,Leading Edge Materials Corp.,TSXV,Materials,Mining,Industrial Metals,258780449.0,65989015.0,0.255,True,,Mining,,True
LFC.P,Left Field Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
LEGY,Legacy Gold Mines Ltd.,LEGY,Legacy Gold Mines Ltd.,TSXV,Materials,Mining,Gold,61111423.0,71500365.0,1.17,True,,Mining,,True
LPS,Legend Power Systems Inc.,LPS,Legend Power Systems Inc.,TSXV,Industrials,Industrial Goods,Electrical Equipment,156394614.0,32060896.0,0.205,True,,Diversified Industries,,True
LTV,Leonovus Inc.,LTV,LeoNovus Inc.,TSXV,Technology,Software & IT Services,Application Software,20900996.0,836040.0,0.04,True,,Technology,,True
LVX,Leviathan Metals Corp.,LVX,Leviathan Metals Corp.,TSXV,Materials,Mining,Gold,116257264.0,55803487.0,0.48,True,,Mining,,True
LIFT,Li-FT Power Ltd.,LIFT,Li-FT Power Ltd.,TSXV,Materials,Mining,Industrial Metals,86741036.0,223791873.0,2.58,True,,Mining,,True
SCAN,"Liberty Defense Holdings, Ltd.",SCAN,Liberty Defense Holdings Ltd.,TSXV,Industrials,Corporate Services,Security Services,5681983.0,17273229.0,3.04,True,,Diversified Industries,,True
SCAN.WT,"Liberty Defense Holdings, Ltd wt 20Mar2027",SCAN,Liberty Defense Holdings Ltd.,TSXV,Industrials,Corporate Services,Security Services,5681983.0,17273229.0,3.04,True,WT,Diversified Industries,suffix:WT,False
LIB,LibertyStream Infrastructure Partners Inc.,LIB,LibertyStream Infrastructure Partners In,TSXV,Materials,Mining,Industrial Metals,215557285.0,178912547.0,0.83,True,,Mining,,True
LFST,Lifeist Wellness Inc.,LFST,Lifeist Wellness Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,37886402.0,2273185.0,0.06,True,,Life Sciences,,True
LTNG,Lightning Resource Corp.,LTNG,Lightning Resource Corp.,TSXV,Materials,Mining,Industrial Metals,29442363.0,15310029.0,0.52,True,,Mining,,True
LMG,Lincoln Gold Mining Inc.,LMG,Lincoln Gold Mining Inc.,TSXV,Materials,Mining,Gold,28783010.0,13815845.0,0.48,True,,Mining,,True
LIO,Lion One Metals Limited,LIO,Lion One Metals Limited,TSXV,Materials,Mining,Gold,429777475.0,75211059.0,0.175,True,,Mining,,True
LIO.WT.A,Lion One Metals Limited wt 14Feb2028,LIO,Lion One Metals Limited,TSXV,Materials,Mining,Gold,429777475.0,75211059.0,0.175,True,WT,Mining,suffix:WT,False
ROAR,Lion Rock Resources Inc.,ROAR,Lion Rock Resources Inc.,TSXV,Materials,Mining,Industrial Metals,115866766.0,30125360.0,0.26,True,,Mining,,True
LBI,Lions Bay Capital Inc.,LBI,Lions Bay Capital Inc.,TSXV,Finance,Asset Management Services,Asset Management Services,39271171.0,12566775.0,0.32,True,,Diversified Industries,,True
LAF,Lithium Africa Corp.,LAF,Lithium Africa Corp.,TSXV,Materials,Mining,Industrial Metals,24978317.0,33720728.0,1.35,True,,Mining,,True
LITH,Lithium Chile Inc.,LITH,Lithium Chile Inc.,TSXV,Materials,Mining,Industrial Metals,223330548.0,93798831.0,0.42,True,,Mining,,True
LTH,Lithium Ionic Corp.,LTH,Lithium Ionic Corp.,TSXV,Materials,Mining,Industrial Metals,197301209.0,128245786.0,0.65,True,,Mining,,True
LBNK,LithiumBank Resources Corp.,LBNK,LithiumBank Resources Corp.,TSXV,Materials,Mining,Industrial Metals,68067933.0,51050950.0,0.75,True,,Mining,,True
LILL.P,Little Fish Acquisition I Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
LOD,Lode Gold Resources Inc.,LOD,Lode Gold Resources Inc.,TSXV,Materials,Mining,Gold,58962261.0,23879716.0,0.405,True,,Mining,,True
LSTR,Lodestar Metals Corp.,LSTR,Lodestar Metals Corp.,TSXV,Materials,Mining,Industrial Metals,51518248.0,3348687.0,0.065,True,,Mining,,True
LGN,Logan Energy Corp.,LGN,Logan Energy Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,691244020.0,822580384.0,1.19,True,,Oil & Gas,,True
LMR,Lomiko Metals Inc.,LMR,Lomiko Metals Inc.,TSXV,Materials,Mining,Industrial Metals,80040395.0,10005050.0,0.125,True,,Mining,,True
LA,Los Andes Copper Ltd.,LA,Los Andes Copper Ltd.,TSXV,Materials,Mining,Copper,30398589.0,407341093.0,13.4,True,,Mining,,True
LTC,Lotus Creek Exploration Inc.,LTC,Lotus Creek Exploration Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,40000000.0,158800000.0,3.97,True,,Oil & Gas,,True
LQWD,LQWD Technologies Corp.,LQWD,LQWD Technologies Corp.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,32332158.0,27159013.0,0.84,True,,Diversified Industries,,True
LSL,LSL Pharma Group Inc.,LSL,LSL Pharma Group Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,126729818.0,41820840.0,0.33,True,,Life Sciences,,True
LUCA,Luca Mining Corp.,LUCA,Luca Mining Corp.,TSXV,Materials,Mining,Industrial Metals,275268353.0,306924214.0,1.115,True,,Mining,,True
LUKA.P,Luka Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
LMN,Lumine Group Inc.,LMN,Lumine Group Inc.,TSXV,Technology,Software & IT Services,Application Software,256620388.0,5581493439.0,21.75,True,,Technology,,True
LPK,Lupaka Gold Corp.,LPK,Lupaka Gold Corp.,TSXV,Materials,Mining,Gold,24327784.0,7906530.0,0.325,True,,Mining,,True
LXM,Lux Metals Corp.,LXM,Lux Metals Corp.,TSXV,Materials,Mining,Industrial Metals,77155216.0,16202596.0,0.21,True,,Mining,,True
LUXR,Luxor Metals Ltd.,LUXR,Luxor Metals Ltd.,TSXV,Materials,Mining,Precious Metals,19248960.0,3464813.0,0.18,True,,Mining,,True
LCX,Lycos Energy Inc.,LCX,Lycos Energy Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,109155212.0,200845591.0,1.84,True,,Oil & Gas,,True
MCT.P,M3 Capital Corp.,MCT,Middlefield Canadian Income PCC Fund,CMF,,,,0.0,0.0,141.86,True,P,Diversified Industries,suffix:P,False
MT,M3 Metals Corp.,MT,M3 Metals Corp.,TSXV,Materials,Mining,Industrial Metals,10274724.0,2620055.0,0.255,True,,Mining,,True
MACK,Mackay Gold & Silver Corp.,MACK,Mackay Gold & Silver Corp.,TSXV,Materials,Mining,Precious Metals,85717473.0,254580895.0,2.97,True,,Mining,,True
MDM,Madoro Metals Corp.,MDM,Madoro Metals Corp.,TSXV,Materials,Mining,Precious Metals,93396716.0,5603803.0,0.06,True,,Mining,,True
MGMA,Magma Silver Corp.,MGMA,Magma Silver Corp.,TSXV,Materials,Mining,Precious Metals,83624180.0,10034902.0,0.12,True,,Mining,,True
MTT,Magna Terra Minerals Inc.,MTT,Magna Terra Minerals Inc.,TSXV,Materials,Mining,Industrial Metals,108357418.0,26005781.0,0.24,True,,Mining,,True
MJS,Majestic Gold Corp.,MJS,Majestic Gold Corp.,TSXV,Materials,Mining,Gold,1421388227.0,163459647.0,0.115,True,,Mining,,True
MKO,Mako Mining Corp.,MKO,Mako Mining Corp.,TSXV,Materials,Mining,Gold,87605909.0,1232615140.0,14.07,True,,Mining,,True
MTH,Mammoth Resources Corp.,MTH,Mammoth Resources Corp.,TSXV,Materials,Mining,Precious Metals,106556933.0,3196708.0,0.03,True,,Mining,,True
MAN.P,Mandala Capital Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MAND.P,Mandeville Ventures Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MN,Manganese X Energy Corp.,MN,Manganese X Energy Corp.,TSXV,Materials,Mining,Industrial Metals,243793864.0,24379387.0,0.1,True,,Mining,,True
MANU,Manhattan Uranium Discovery Corp.,MANU,Manhattan Uranium Discovery Corp.,TSXV,Energy,Other Energy Sources,Uranium,110080518.0,25318520.0,0.23,True,,CleanTech,,True
MGM,Maple Gold Mines Ltd.,MGM,Maple Gold Mines Ltd.,TSXV,Materials,Mining,Gold,74232575.0,215274468.0,2.9,True,,Mining,,True
MAP,Maple Peak Investments Inc.,MAP,Maple Peak Investments Inc.,TSXV,Consumer Discretionary,"Hotels, Lodging & Leisure",Casinos & Resorts,59000000.0,4720000.0,0.08,True,,Diversified Industries,,True
ALFA.UN,Margaux Real Estate Investment Trust,,,,,,,,,,False,UN,Diversified Industries,suffix:UN,False
MAH,Marksmen Energy Inc.,MAH,Marksmen Energy Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,5284961.0,1109842.0,0.21,True,,Oil & Gas,,True
MTLO,Martello Technologies Group Inc.,MTLO,Martello Technologies Group Inc.,TSXV,Technology,Software & IT Services,Cloud Infrastructure & Internet Services,583707430.0,5837075.0,0.01,True,,Technology,,True
MRVL,Marvel Biosciences Corp.,MRVL,Marvel Biosciences Corp.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,63143790.0,9787288.0,0.155,True,,Life Sciences,,True
MAR.UN,Marwest Apartment Real Estate Investment Trust,,,,,,,,,,False,UN,Diversified Industries,suffix:UN,False
MASS,Masivo Silver Corp.,MASS,Masivo Silver Corp.,TSXV,Materials,Mining,Precious Metals,77441900.0,4646514.0,0.06,True,,Mining,,True
MCM.A,Matachewan Consolidated Mines Ltd. cl A  ,,,,,,,,,,False,A,Diversified Industries,no_graphql_quote,False
MATA,Matador Technologies Inc.,MATA,Matador Technologies Inc.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,147345697.0,4420371.0,0.03,True,,Diversified Industries,,True
MPV.P,Matchpoint Ventures Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MAX,MAX Resource Corp.,MAX,MAX Resource Corp.,TSXV,Materials,Mining,Precious Metals,55507335.0,11656541.0,0.21,True,,Mining,,True
MFA.P,Mayfair Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MFG,Mayfair Gold Corp.,MFG,Mayfair Gold Corp.,TSXV,Materials,Mining,Gold,67138496.0,298766308.0,4.45,True,,Mining,,True
MCS,McChip Resources Inc.,MCS,McChip Resources Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,5960096.0,4470072.0,0.75,True,,Oil & Gas,,True
MCF,MCF Energy Ltd.,MCF,MCF Energy Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,309711804.0,6194237.0,0.02,True,,Oil & Gas,,True
MDK.P,MDK Acquisition Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MPH,Medicure Inc.,MPH,Medicure Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,10436313.0,26925688.0,2.58,True,,Life Sciences,,True
MIR,MedMira Inc.,MIR,MedMira Inc.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,758307062.0,49289960.0,0.065,True,,Life Sciences,,True
MDX,Medx Health Corp,MDX,MedX Health Corp.,TSXV,Healthcare,Medical Equipment & Supplies,Surgical & Medical Apparatus,327932314.0,14756955.0,0.045,True,,Life Sciences,,True
MEED.P,Meed Growth Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MKR,Melkior Resources Inc.,MKR,Melkior Resources Inc.,TSXV,Materials,Mining,Industrial Metals,52050210.0,6246026.0,0.12,True,,Mining,,True
MENE,Mene Inc.,MENE,Mene Inc.,TSXV,Consumer Discretionary,Retail - Discretionary,Luxury Products,150418163.0,21810634.0,0.145,True,,Diversified Industries,,True
MRKI.P,"Meraki Acquisition One, Inc.",,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MUSH,Mercanto Holdings Inc.,MUSH,Mercanto Holdings Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,50774683.0,5839089.0,0.115,True,,Life Sciences,,True
MERG,Metal Energy Corp.,MERG,Metal Energy Corp.,TSXV,Materials,Mining,Industrial Metals,46935204.0,46465852.0,0.99,True,,Mining,,True
MLO,Metalero Mining Corp.,MLO,Metalero Mining Corp.,TSXV,Materials,Mining,Gold,30838500.0,4471583.0,0.145,True,,Mining,,True
MTX,Metalex Ventures Ltd,MTX,Metalex Ventures Ltd.,TSXV,Materials,Mining,Precious Metals,282670854.0,4240063.0,0.015,True,,Mining,,True
MTA,Metalla Royalty & Streaming Ltd.,MTA,Metalla Royalty & Streaming Ltd.,TSXV,Materials,Mining,Precious Metals,93495874.0,1321096700.0,14.13,True,,Mining,,True
MMG,Metallic Minerals Corp.,MMG,Metallic Minerals Corp.,TSXV,Materials,Mining,Precious Metals,245454180.0,56454462.0,0.23,True,,Mining,,True
MTS,Metallis Resources Inc.,MTS,Metallis Resources Inc.,TSXV,Materials,Mining,Industrial Metals,101018836.0,15152826.0,0.15,True,,Mining,,True
MET,Metalore Resources Limited,MET,Metalore Resources Limited,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,1775035.0,4082581.0,2.3,True,,Oil & Gas,,True
MQM,Metalquest Mining Inc.,MQM,Metalquest Mining Inc.,TSXV,Materials,Mining,Industrial Metals,48947024.0,9055200.0,0.185,True,,Mining,,True
MEK,Metals Creek Resources Corp.,MEK,Metals Creek Resources Corp.,TSXV,Materials,Mining,Industrial Metals,239346866.0,13164078.0,0.055,True,,Mining,,True
DDD,Metavista3D Inc.,DDD,Metavista3D Inc.,TSXV,Technology,Software & IT Services,Application Software,113807930.0,41539895.0,0.365,True,,Technology,,True
MMET,Miata Metals Corp.,MMET,Miata Metals Corp.,TSXV,Materials,Mining,Industrial Metals,105743872.0,84595098.0,0.8,True,,Mining,,True
MCCP.P,Michichi Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MD,Midland Exploration Inc,MD,Midland Exploration Inc.,TSXV,Materials,Mining,Industrial Metals,124802909.0,48049120.0,0.385,True,,Mining,,True
MMA,Midnight Sun Mining Corp,MMA,Midnight Sun Mining Corp.,TSXV,Materials,Mining,Industrial Metals,217574599.0,161005204.0,0.74,True,,Mining,,True
MIVO,Miivo AI Inc.,MIVO,Miivo AI Inc,TSXV,Finance,Asset Management Services,Asset Management Services,39347234.0,18099728.0,0.46,True,,Diversified Industries,,True
MLP,Millennial Potash Corp.,MLP,Millennial Potash Corp.,TSXV,Materials,Mining,Industrial Metals,123008123.0,337042258.0,2.74,True,,Mining,,True
MSC,Millennium Silver Corp.,MSC,Millennium Silver Corp.,TSXV,Materials,Mining,Precious Metals,436607025.0,8732141.0,0.02,True,,Mining,,True
MIM,MiMedia Holdings Inc.,MIM,MiMedia Holdings Inc.,TSXV,Technology,Software & IT Services,Systems Software,100953876.0,13124004.0,0.13,True,,Technology,,True
MGG,Minaurum Silver Inc.,MGG,Minaurum Silver Inc.,TSXV,Materials,Mining,Silver,516511660.0,196274431.0,0.38,True,,Mining,,True
MMM,Minco Capital Corp.,MMM,Minco Capital Corp.,TSXV,Finance,Asset Management Services,Asset Management Services,43175881.0,4965227.0,0.115,True,,Diversified Industries,,True
MHUB,Minehub Technologies Inc.,MHUB,Minehub Technologies Inc.,TSXV,Technology,Software & IT Services,Application Software,104396110.0,73077277.0,0.7,True,,Technology,,True
MNLX,Miniluxe Holding Corp.,MNLX,Miniluxe Holding Corp.,TSXV,Consumer Discretionary,Personal Services,Personal Services,86669259.0,33367665.0,0.385,True,,Diversified Industries,,True
MINK,Mink Ventures Corporation,MINK,Mink Ventures Corporation,TSXV,Finance,Diversified Financial Services,Other Diversified Financial Services,41672296.0,4167230.0,0.1,True,,Diversified Industries,,True
MCI,Minnova Corp.,MCI,Minnova Corp.,TSXV,Materials,Mining,Gold,124648795.0,21813540.0,0.175,True,,Mining,,True
MSR,Minsud Resources Corp.,MSR,Minsud Resources Corp.,TSXV,Materials,Mining,Industrial Metals,169267415.0,94789753.0,0.56,True,,Mining,,True
MRZ,Mirasol Resources Ltd.,MRZ,Mirasol Resources Ltd.,TSXV,Materials,Mining,Precious Metals,88597189.0,29680059.0,0.335,True,,Mining,,True
MSG,Mithril Silver and Gold Limited,MSG,Mithril Silver and Gold Limited,TSXV,Materials,Mining,Precious Metals,187487758.0,48746818.0,0.26,True,,Mining,,True
MKA,Mkango Resources Ltd.,MKA,Mkango Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,388153618.0,310522895.0,0.8,True,,Mining,,True
MBO,Mobio Technologies Inc.,MBO,Mobio Technologies Inc.,TSXV,Technology,Software & IT Services,Application Software,111717284.0,10613142.0,0.095,True,,Technology,,True
MOG,Mogotes Metals Inc.,MOG,Mogotes Metals Inc.,TSXV,Materials,Mining,Industrial Metals,526721246.0,255459805.0,0.485,True,,Mining,,True
MOG.WT,Mogotes Metals Inc wt 31Jan2027,MOG,Mogotes Metals Inc.,TSXV,Materials,Mining,Industrial Metals,526721246.0,255459805.0,0.485,True,WT,Mining,suffix:WT,False
MOGL,Mogul Mountain Ventures Corporation,MOGL,Mogul Mountain Ventures Corporation,TSXV,Materials,Mining,Precious Metals,70019284.0,20305593.0,0.29,True,,Mining,,True
EIRE.P,Monaghan Capital Fund Ltd.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MONA.P,Monarch West Ventures Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
MRZL,Mont Royal Resources Limited.,MRZL,Mont Royal Resources Limited.,TSXV,Materials,Mining,Industrial Metals,192493084.0,17324378.0,0.09,True,,Mining,,True
MON,Montero Mining and Exploration Ltd.,MON,Montero Mining and Exploration Ltd.,TSXV,Materials,Mining,Industrial Metals,8353833.0,5847684.0,0.7,True,,Mining,,True
MMY,Monument Mining Limited,MMY,Monument Mining Limited,TSXV,Materials,Mining,Gold,346295036.0,356683888.0,1.03,True,,Mining,,True
MNRG,Monumental Energy Corp.,MNRG,Monumental Energy Corp.,TSXV,Materials,Mining,Industrial Metals,113154533.0,10749681.0,0.095,True,,Mining,,True
MOO,Moon River Moly Ltd.,MOO,Moon River Moly Ltd.,TSXV,Materials,Mining,Industrial Metals,37542996.0,25904668.0,0.69,True,,Mining,,True
MOX,Morien Resources Corp.,MOX,Morien Resources Corp.,TSXV,Energy,Thermal Coal,Thermal Coal,60180889.0,11735274.0,0.195,True,,Oil & Gas,,True
MCC,Morocco Strategic Minerals Corporation,MCC,Morocco Strategic Minerals Corporation,TSXV,Materials,Mining,Industrial Metals,188000000.0,38540000.0,0.205,True,,Mining,,True
MUN,Mundoro Capital Inc.,MUN,Mundoro Capital Inc.,TSXV,Materials,Mining,Industrial Metals,112543021.0,42203633.0,0.375,True,,Mining,,True
MUR,Murchison Minerals Ltd.,MUR,Murchison Minerals Ltd.,TSXV,Materials,Mining,Industrial Metals,20774745.0,3947202.0,0.19,True,,Mining,,True
MMX,Mustang Minerals Limited,MMX,Mustang Minerals Limited,TSXV,Materials,Mining,Precious Metals,73829025.0,4429742.0,0.06,True,,Mining,,True
MGRO,MustGrow Biologics Corp.,MGRO,MustGrow Biologics Corp.,TSXV,Materials,Agriculture,Agricultural Supplies,70441359.0,29233164.0,0.415,True,,Mining,,True
NMI,Namibia Critical Metals Inc.,NMI,Namibia Critical Metals Inc.,TSXV,Materials,Mining,Industrial Metals,233586779.0,45549422.0,0.195,True,,Mining,,True
CTZ,Namsys Inc.,CTZ,Namsys Inc.,TSXV,Technology,Software & IT Services,Application Software,26889432.0,30653953.0,1.14,True,,Technology,,True
NSCI,Nanalysis Scientific Corp.,NSCI,Nanalysis Scientific Corp.,TSXV,Technology,Hardware & Equipment,Scientific & Precision Equipment,139337665.0,17417209.0,0.125,True,,Technology,,True
NAP,Napoleon Resources Inc.,NAP,Napoleon Resources Inc.,TSXV,Materials,Mining,Gold,15700000.0,1884000.0,0.12,True,,Mining,,True
NRC,Nations Royalty Corp.,NRC,Nations Royalty Corp.,TSXV,Materials,Mining,Industrial Metals,155230637.0,190933684.0,1.23,True,,Mining,,True
NAV,NAVCO Pharmaceuticals Inc.,NAV,NAVCO Pharmaceuticals Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,57069541.0,285348.0,0.005,True,,Life Sciences,,True
NAQ.P,Navigator Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
NVN.P,Navion Capital II Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
NBM,NEO Battery Materials Ltd.,NBM,NEO Battery Materials Ltd.,TSXV,Materials,Chemicals,Special Chemicals,154392934.0,29334658.0,0.19,True,,Diversified Industries,,True
NTX,NeoTerrex Minerals Inc.,NTX,NeoTerrex Minerals Inc.,TSXV,Materials,Mining,Industrial Metals,82851568.0,7042384.0,0.085,True,,Mining,,True
NDA,Neptune Digital Assets Corp.,NDA,Neptune Digital Assets Corp.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,128281096.0,83382713.0,0.65,True,,Diversified Industries,,True
NTE,Network Media Group Inc.,NTE,Network Media Group Inc.,TSXV,Media,Traditional Media,Entertainment,18974704.0,1138483.0,0.06,True,,Diversified Industries,,True
NPTH,Neupath Health Inc.,NPTH,Neupath Health Inc.,TSXV,Healthcare,Healthcare Providers & Services,Hospitals and Care Facilities,56986153.0,31342385.0,0.55,True,,Life Sciences,,True
NTLX,NeuroThera Labs Inc.,NTLX,NeuroThera Labs Inc.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,13724464.0,46114200.0,3.36,True,,Life Sciences,,True
NKG,Nevada King Gold Corp.,NKG,Nevada King Gold Corp.,TSXV,Materials,Mining,Industrial Metals,100366913.0,100366913.0,1.0,True,,Mining,,True
NVLH,Nevada Lithium Resources Inc.,NVLH,Nevada Lithium Resources Inc.,TSXV,Materials,Mining,Industrial Metals,259401541.0,19455116.0,0.075,True,,Mining,,True
NEV,Nevada Sunrise Metals Corporation,NEV,Nevada Sunrise Metals Corporation,TSXV,Materials,Mining,Industrial Metals,161426658.0,8878467.0,0.055,True,,Mining,,True
